text,claim,binary-claim
Climate: The Counter Consensus by Robert M. Carter,0_0,0
"Whole books oneach of these issuesfrom the market-failure viewpoint conclude that mankind is on a perilous path, and government-engineered energy transformation is necessary. But students of energy history and energy policy must ask: Has a political makeover of any industry ever worked well for consumers and taxpayers? Or has it had the opposite effect? Naturalmakeover from shifting consumer demand, revered in the term creative destruction , is one thing; government carrots-and-sticks to pick winners and losers is quite another.",4_2,1
"And when the models dont resemble the global temperature observations, inasmuch as the models do not have the multidecadal variations of the instrument temperature record, the layman becomes wary. They casually research and discover that natural multidecadal variations have stopped the global warming in the past for 30 years, and they believe it can happen again. Also, the layman can see very clearly that the models have latched onto a portion of the natural warming trends, and that the models have projected upwards from there, continuing the naturally higher multidecadal trend, without considering the potential for a future flattening for two or three or four decades. In short, to the layman, the models appear bogus.",5_1,1
"Typically at events like this some police are assigned to keep access open, especially for the medical folks. This scene does have a much more staged look, or out of control look. Lousy police control? Staged? Police just a bit shocked, too, so: late in the process not caring much?",0_0,0
"Climate realists have long been aware that global average surface temperature had stopped sometime around 2000, and even a few years before. Lately alarmists had to admit it . The period with no warming is now as long as was period of warming on which fears were based 17 years according to a leaked draft of the Intergovernmental Panel on Climate Changes (IPCC) Fifth Assessment Report (AR5)despite continued rise of atmospheric carbon-dioxide concentration.",1_4,1
Century-Long Trends in Water Use Efficiency of European Forests (6 April 2015),0_0,0
"communications with other academic colleagues, I think that we would weaken",0_0,0
"The diagram below summarizes my estimates of how much deflation would be required to yield the observations all measurements are based on the Non-Logo gauge, which was calibrated as being relatively close to the Master Gauge. Theres a lot of information in the diagram (and Ill post a script deriving the diagrams as documentation). In each panel, Ive converted pressures to ball temperature using the Ideal Gas Law. This facilitates direct comparison of information from Colt balls to Patriot balls. Ive also shown a negative exponential corridor from the upper and lower Colt measurements to halftime temperatures for dry and wet footballs. The corridor is presented here as a rough-and-ready but plausible guide.",0_0,0
"The diplomatic task with respect to China, one that should also be carried out at senior and sustained levels, is not to paper over the many disagreements and clashing political objectives that characterize China-U.S. relations. The task at hand is to manage the growing Sino-U.S. security competitiona competition that increasingly appears to be about two very different visions for Asiaso that rivalry does not lead to conflict. With its economic coercion in blocking the export of a strategic commodity, mixed with its use of gunboat diplomacy, Beijing is looking, as security expert William O'Neil has said, a bit too much like Imperial Japan.",0_0,0
"If theres anything Ive learned in the past year, Ive learned that the science of climate isnt settled. The politics however, are a different story.",5_1,1
"Working within this ethical framework, governments have taken expensive policy steps to prevent the costs of climate change falling on future generations, for example by fixing energy markets in favour of renewables or by instituting schemes to cap and trade carbon emissions.",0_0,0
This is a sample of many articles on the subject of power outage problems in New Jersey and New York:,0_0,0
"Global warming activists, while mustering genuine outrage for media interviews, must have been delighted. If they had written the EPA report themselves, they could hardly have done a better job of convincing the public that the scientific consensus on global warming is overwhelming. Scientists, we were to believe, had proved that man-made climate change is destroying the earthonly to be silenced by the Galileopersecuting Bush administration.",0_0,0
"How does Brazil's future look with biofuels? As reality finally overcomes media bias and political correctness, the naive excitement of a few years ago when anything ""Green"" was portrayed as lower in cost, clean, and superior in every technological sense has given way to more rational thinking. Brazil is now going more for oil and gas, via conventional drilling and hydraulic fracturing, onshore and offshore.",0_0,0
"After all, the importance of those natural influences shouldnt be that surprising given that history shows that temperatures have been higher when CO 2 levels were lower, and vise versa. In fact, the past century has witnessed two generally accepted periods of warming The first occurred between 1900 and 1945. Since CO 2 levels were relatively low then compared with now, and didnt change much, they couldnt have been the cause before 1950.",2_1,1
The Republicans waged a 3-decade war on government. They got Trump.,0_0,0
"It has always been true that some lose as a result of trade agreements. We gave up textile jobs to gain jobs elsewhere, in services for example. Trade agreements including NAFTA raised income in the aggregate and provided some of the funding for retraining displaced workers. Trump is wrong or badly advised to oppose trade agreements and Clinton was badly advised when she shifted her position on the Pacific trade agreement. Of course, the agreements are complicated, so it is always possible to claim that a better agreement for the United States is possiblebut it's not accurate to claim that trade restrictions will benefit Americans.",0_0,0
Temperatures in Minden this week are forecast to be 30-40 degrees cooler than they were in 1936. President Barack Obama says that the US is heating out of control.,1_3,1
"Coral bleaching is not all gloom and doom, it can have benefits . So say the authors of this study who wrote that ???bleaching is a prime regulator for the settlement of new recruitment of scleractinian corals which leads to diversified reef area,?? while further noting that ???the adaptive features of bleaching can be seen as a mechanism that enables the exchange of symbionts in a better fit of the holobiont to a changed environment???? Read More",3_2,1
"Using a clone of the EIA's National Energy Modeling system, Heritage Foundation analysts looked at the impact of the High Resource Case on income and employment, as well as the impact on energy markets.",0_0,0
"Progressivism was repudiated in the landslide election of Warren Harding in 1920, at which point disenchanted liberal thinkers turned their ire against middle-class Americans who, in the ""roaring '20s,"" were happily buying automobiles, refrigerators, radios and tickets to the movies.",0_0,0
"Predictions in May 2006 were for 8-10 hurricanes (4-6 Cat 3+). So far this year we??ve had 3 ""named storms"" and the Atlantic is quiet as of today . A ""named storm"" has a minimum wind speed of 40 mph, so one may presume that comparative early 20th century statistics for ""named storms"" are unlikely to be comprehensive. On Aug 6, 2006, predictions were revised slightly down to 7-9 hurricanes (3-4 Cat 3+).",1_7,1
"CEI: George Gilder, one of the Club's advisors, recently stated that he thinks it's politically pointless to focus on cutting government--beneficiaries of government largesse are too passionate and will fight to the death to preserve their subsidies. It's basically not worth the effort, as long as you don't grow government additionally. What do you make of Gilder's comments?",0_0,0
"Kjorven and the UN say they want ""expanded use of techniques that reduce soil erosion and run-off."" No-till farming is now being used on millions of hectares of vulnerable lands around the world, cutting soil erosion by up to 95 percent, and virtually eliminating runoff. But the system can't work without herbicideswhich the UN would discard.",0_0,0
"Dr Post said in January there is no evidence linking drought to climate change in eastern Australia, including the Murray-Darling Basin.",1_7,1
"15. Harrison Brown, a scientist at the National Academy of Sciences, published a chart in Scientific American that looked at metal reserves and estimated the humanity would totally run out of copper shortly after 2000. Lead, zinc, tin, gold, and silver would be gone before 1990.",0_0,0
"In the past five years, the dynamic of the global warming debate has shifted away from exaggerated acceptance of the worst possible implications of what a majority of climate scientists tell us, towards a more balanced, and questioning approach.",0_0,0
"where tau is the time constant and e is the base of the natural logarithms, 2.718. The time constant tau and the variable t are in whatever units you are using (months, years, etc). The time constant tau is a measure that is like a half-life. However, instead of being the time it takes for something to decay to half its starting value, tau is the time it takes for something to decay exponentially to 1/e 1/2.7 37% of its starting value. This can be verified by noting that when t equals tau , the equation reduces to e ^-1 = 1/ e .",0_0,0
"Right now, many European countries prohibit fracking, and EU climate and renewable energy policies have sent business and family energy prices into the stratosphere, killing jobs and preventing families from heating their homes properly.",4_1,1
A paper published in the August 13 issue of Science magazine made the headlines when it predicted more heat waves in Europe and the USA as a result of global warming.,0_0,0
"unilateral in approach and less reliant on American military power."" Applying the same approach as his earlier book about President George W. Bush's foreign policy team (The Vulcans), Mann focuses on the perspectives and ideas that policymakers bring with them",0_0,0
"Schwarzenegger's asthma-air pollution link is also spurious. Asthma prevalence has more than doubled in the U.S. since the early 1980s, but during the same period, air pollution of all kinds declined.",0_0,0
"The kind of business approach that is implicitly encoded in this statement is weird, indeed. If the competitiveness of VW Group depends on introducing improvements such as the MQB architecture, then VW Group simply has to do these things. The whole group has to do it. If someone manages to do it more quickly, he should serve as an example for others and he should be praised, not viewed as a guy who robbed or discriminated others. After all, all the profits go to the whole VW Group. It's very strange if Mr Winterkorn speaks as a social justice warrior who wants to impose some egalitarianism or justice. His task should be to achieve excellence, not egalitarianism or mediocrity, and maximize the overall profit and its growth rate, not the uniformity with which the profit is geographically distributed!",0_0,0
"In fact, at Dartmouth University, Thomas Lovejoy was recently giving a lecture and showing pictures of Amazon land that had been deforested only four to five years before. The regrowth in these areas was ""verdant and vigorous; the canopy had ascended to a height of nearly 25 feet. In order to study an `island' of rainforest, it must remain isolated, surrounded by cleared land. So when asked if the second growth interfered with his project, Lovejoy jokingly admitted, `Well we have a chain saw.'"" (Dartmouth Review, p.8)",0_0,0
"This not only destroys jobs, economic growth and national energy security, but it does so by bypassing the U.S. Congress and representative government.",0_0,0
Politician Smith politely makes multi-disciplinary arguments assuming the best intentions of his opponents. Academic Sass goes ad hominem on the Keystone XL pipeline issue and refers vaguely to a scientific consensus for his position.,5_2,1
2. My 2-part YouTube videos titled The Natural Warming of the Global Oceans. YouTube links: Part 1 and Part 2 .,2_1,1
"OPT Report: Fewer Emitters, Lower Emissions, Less Cost. Appendix A: Terms of Reference.",0_0,0
"I can't tell at this point whether the catastrophic oil spill increases the chances of a climate change bill moving forward, or kills it dead. Certainly, the hope of finding some modest bipartisan support for the Graham/Kerry/Lieberman plan rested on the president's willingness to entertain an expansion of offshore drilling (as well as movement on nuclear power). The need to step back from that pledge, via a moratorium for now, may limit GOP support for any bill, while any proposal that might expand offshore drilling could cause some Democrats to disavow the legislation.",0_0,0
Jim Hansen concluded in 2005 thatthe decadal mean planetary energy imbalance at the end of the 1990s was,0_0,0
"NASA temperature figures show agency reworking recent numbers upwards, older numbers downwards",5_2,1
"The station that got all this started with an errant temperature, Gravesend , is east of London along the Thames. I theorized then that that Thames itself might be a source of heat for that station, and given the density of power plants along it shown above, there might be some truth to that theory.",5_1,1
"All told, from the start of the winter season to the very end, Boston received a record 110.6 inches of snow (which even the global warming experts have said is NOT supposed to happen, until it does). Much of it was due to a continuous stream of frigid air channeling down from the Arctic and colliding with the warmer air of the lower 48 states.",0_0,0
"With respect to the ocean heat data specifically, Sen Gupta et al write that",0_0,0
"The scientists cored trees in the headwaters of the Yellow River and statistically linked the ring widths to historical flows of the river. The tree rings extend back 593 years, and just like magic, the trees allow for a very accurate reconstruction of the total flow of the all-important Yellow River. Examining the plot below (Figure 2), and we just dont find anything curious going on recently that hasnt occurred in the past. The Guo et al. team note that There are several particularly dry periods indicated during the past 593 years, namely, 14801490s, 15901600s, 17001710s, 18201830s, and 19201930s and that he reconstruction demonstrated that 14801490 is the driest decade. Further, they note that The streamflow at Tangnaihai increased during much of the twentieth century. However, since the 1980s, Yellow River streamflow has decreased significantly. Nevertheless, it is not yet out of the range of earlier streamflow fluctuations reconstructed for the past several centuries.",2_1,1
"According to data maintained by the federal National Climatic Data Center, drought conditions are no stranger to southern California.",0_0,0
"If the crucifixion scandal isn't enough of a revelation of this war on natural gas, remember that the Sierra Club which recently gave the President its most enthusiastic endorsement has just rolled out its newest campaign: ""Beyond Gas,"" a spin-off of its decade-old ""Beyond Coal"" campaign to phase out coal-fired power plants. As Sierra Club Executive Director Michael Brune explained ""As we push to retire coal plants, we're going to work to make sure we're not simultaneously switching to natural-gas infrastructure. And we're going to be preventing new gas plants from being built wherever we can.""",0_0,0
"Agnotology, then, is a two-edged sword since either side in a debate may claim that general ignorance arises from misinformation allegedly circulated by the other. Significant questions about anthropogenic influences on climate remain. Therefore, Legates et al. appropriately asserted that partisan presentations of controversies stifle debate and have no place in education.",0_0,0
If global warming is happening ? and the clear downwards trend in temperatures in Britain over the past three years certainly doesn?t add to the evidence ? it is a pretty slow process and one which a rich country such as Britain ought to have little difficulty coping with.,0_0,0
"To expose this lie, politicians can have their staff look at the many stagnant or failing countriesGreece, Argentina, Venezuela, France, and Italywhere anti-capitalist policies have been tried and failed. We should not want to join them.",0_0,0
"As Food Riots Continue, Finance Ministers Criticize Ethanol Subsidies",0_0,0
"I resisted the urge to say ?Duh!? and instead simply said, ?Yes, Tabitha. That is exactly what it seems like.?",0_0,0
Cross Country: Virginia Is Sitting on the Energy Mother Lode,0_0,0
India's Future Climate: No Cause for Alarm,0_0,0
"The IPCC and most anthropogenic believers want to maintain the belief that global warming during the past 100 years has been caused by human activity alone, and this is why most of their climate talks and lectures do not even mention prior global warming cycles.",5_2,1
"When St-Onge took the platform, she pointed to me and, in a jovial manner, said: ""Marita, I hope you are wrong."" I called out: ""I hope I am too! And, I hate to be wrong.""",0_0,0
"In fact the report had been made public by the Pentagon, made clear that it was a scenario, not a forecast, and made no mention of the threat being greater than terrorism (that being a reference to the statement by Sir David King see recent issues).",0_0,0
"Yet, as the film demonstrates, scientists don't want to talk about their failed predictions.",0_0,0
"The six scientists state that the great increase they observed in plant water use efficiency ""could be a major physiological advantage to growth under elevated CO 2 in this CAM bromeliad,"" and that this fact further suggests that CAM species should ""be considered in an agronomic context as potential sources of biomass production on arid, marginal lands."" Reviewed 1 October 2008",3_3,1
"UN Launches ""2030 Agenda for Sustainable Development""",0_0,0
"Why should you be interested? Sea surface temperature records indicate El Nio and La Nia events are responsible for the warming of global sea surface temperature anomalies over the past 30 years, not manmade greenhouse gases. Ive searched sea surface temperature records for more than 4 years and ocean heat content records for more than 3 years, and I can find no evidence of an anthropogenic greenhouse gas signal in either dataset. That is, the warming of the global oceans has been caused by naturally occurring, sunlight-fueled, coupled ocean-atmosphere processes, not anthropogenic greenhouse gases.",2_1,1
"Regardless, Obama is right insofar as Arizona's effort is the inevitable consequence of Washington's inability to take illegal immigration seriously.",0_0,0
"Outlandish and misleading claims by global warming alarmists such as Running explain why the public increasingly tunes out the alarmists' unending predictions of doom and gloom. If they want people to take them seriously, they must begin speaking truth rather than propaganda.",5_2,1
"It seems certain that Kyoto -- if ratified -- would ultimately prove enforceable (against the U.S.), pursuant to a 1920 Supreme Court decision in Missouri v. Holland which held that that treaties trump state law. This would be done domestically, in U.S. courts, which is admittedly not great comfort.",0_0,0
"Last April, in the most devastating outbreak of tornadoes ever recorded, 148 twisters killed more than 300 people and caused half a billion dollars worth of damage in 13 U.S. states.",0_0,0
"""The problem with tree rings appears to be that their variations reflect more than year-to-year climate differences (temperature and/or precipitation). As the trees age, tree-ring production changes and introduces a spurious trend in the tree-ring series. This aging effect differs among tree species, as well as within species, depending on the trees' growing conditions (soil type, elevation, slope aspect, etc.). It becomes difficult to separate trends due to aging from those due to climate.",5_1,1
"The Chinese government institutes a monthly ""no car day"" to combat air pollution.",0_0,0
"For example, the model range could be much tighter, indicating that the models were in better agreement with one another as to what the simulated trend should be. As it is now, the model range during the period 1951-2012 extends from 0.07C/decade to 0.21C/decade (note that the observed trend is 0.107C/decade). And this is from models which were run largely with observed changes in climate forcings (such as greenhouse gas emissions, aerosol emissions, volcanoes, etc.) and for a period of time (62 years) during which short-term weather variations should all average out. In other words, they are all over the place.",5_1,1
"President Obama's January 28, 2014, State of the Union address declared: ""But the debate is settled. Climate change is a fact. And when our children's children look us in the eye and ask if we did all we could to leave them a safer, more stable world, with new sources of energy, I want us to be able to say yes, we did.""",0_0,0
?Some people say that global warming made each of the following events worse. How much do you agree or disagree??,0_0,0
Global Lukewarming: A Great Intellectual Year in 2011,0_0,0
"Once again, we have evidence of considerably warmer temperatures than those of today over much of the past few thousand years - including a period of time coeval with the Medieval Warm Period - in the southeastern Barents Sea, which conditions are said to be reflective of conditions throughout northwestern Eurasia. And once again, therefore, we have the testimony of the very-real world refuting the climate alarmist claim that it is currently warmer than it has been at any time during the past millennium. Ah, there's nothing like DATA!",2_1,1
"During the 2016 election, both candidates promised to bring manufacturing back to the U.S. Donald Trump made the recovery of jobs lost to China and Mexico a cornerstone of his campaign. Hillary Clinton's website states: ""While too many politicians and experts in Washington gave up on American manufacturing, Hillary never did.""",0_0,0
"A portion of rainfall is evaporated, what remains goes into the ground and is available for the plants. Koppen divined what was effective, that is available for the plants, by identifying three different annual patterns: rainfall year round, 70% in the summer or 70% in the winter. Each may have the same annual total but the amount left for the plants varies considerably.",0_0,0
"There is something disquieting, however, about a liberal like Gore issuing a public bravo for the Republican front-runner. Could it be that Democrats fear Romney's more ideas-focused rivals for the GOP nod? Do they want Romney to stay strong so a Chris Christie or Rick Perry doesn't enter the race, generating excitement for Reaganite grass-roots voters?",0_0,0
"We were a bit late getting there due to airplane scheduling snafus, and as we rushed from the airport at 6:15 pm we passed the coal loading terminal at Newcastle. There, as if there was some madcap attempt at sustainability, was one of those huge wind turbines like Ive seen on the US plains. I attempted to get a photo, but my camera misfired with bad focus due to the car window, and I missed the shot.",0_0,0
"Aussies refuse to dump beer fridges for sake of global ""warming""",0_0,0
Greg Conko and Ron Bailey have prophesized that it's just a matter of time before China and India figure out that molecular plant breeding will save the day and that these two countries will ignore Europe's insistence that this technique should not be used. This is happening now.,0_0,0
Irradiance decrease from 1996 to 2008 solar minimum claimed to produce global cooling . . . but decrease in PMOD and ACRIM composites could be instrumental,2_1,1
"The other problem ? and climate flatliners hate me for pointing this out ? is that the beginning of the period of ?no warming? includes the warmest year in the instrumental record, caused by the great El Nino of 1997-1998. In a modestly warming world, starting off at or near an anomalously high point pretty much assures little or no warming for years afterward.",0_0,0
"Though the evidence of climate change has, if anything, solidified, Ms. Rosenthal lamented that Mr. Obama now talks about green jobs mostly as a strategy for improving the economy, but not the planet.",0_0,0
"So the story leading to the letter begins with the development and approval of the APS Statement. There is evidence that the process itself that produced the Statement was at least highly questionable if not downright illegitimate. It is known that a small group of individuals, not satisfied with the degree of alarm contained in the original draft produced by the officially charged committee, acted unilaterally and without authority to raise the level of alarm. A senior APS professional confides in writing that",5_2,1
New Zealand marks end to coal power,0_0,0
"Well, not that new after all, seeing that the peer-reviewed Climate Consensus and Misinformation: A Rejoinder to Agnotology, Scientific Consensus, and the Teaching and Learning of Climate Change by David Legates, Willie Soon, William Briggs, and Christopher Monckton of Brenchleythe same team that brought you the peer-reviewed Why models run hot has been e-vailable in Science and Education for a year and a half ( pdf ).",0_0,0
"Ridiculous. There is hardly a skeptic alive who doesn??t think that human activity is causing some climate change, and in particular, some amount of warming. The question is whether one accepts the IPCC??s claim of extreme certainty that the human release of greenhouse gases is responsible for most late 20th century warming, and is on course to cause a dangerous amount of warming over the next century. Skeptics see this as unlikely, or as unsupported by the evidence, but it all comes down to the size of the human warming effect.",5_1,1
"A report by the International Energy Agency claims that emissions which will be saved by COP21 / Paris climate pledges currently on the table, will only delay Climageddon by 8 months.",4_2,1
Inconvenient fact: The USA is currently enjoying the longest streak ever recorded without an intense hurricane landfall .,0_0,0
"But while more mainstream corporate entities are deserting Heartland, others are stepping into the breach, including the coal lobby and conservative groups such as the Heritage Foundation.",0_0,0
"(Update: When I updated, I added someone elses naive projection from Rogers blog. It was made using minitab.)",0_0,0
But what about the glaciers? Three years ago The Guardian was hysterical about an iceberg calving from the Petermann Glacier.,5_2,1
"???scenario B assumes a reduced linear growth of trace gases, ?? ?? Hansen??s predicted temperature increase, from 1988 to 2012, is 0.75 C, OVER THREE TIMES HIGHER thanthe actual increase of 0.22 C.",5_1,1
"Should this come as a big surprise after Energy Secretary, Steven Chu called upon his counterparts around the world to promote the widespread affordable development of clean coal technology?Well, maybe not. It seemsthat in addition to receiving at least $682 million in federal subsidies and tax credits, along with an unspecified amount of federal loan guarantees, the project has nearly doubled in cost over original estimates. Like Solyndra and other vaunted green government marvels, taxpayers get hit by the overruns, ratepayers get stuck with higher electricity costs, and shareholders get the green.",4_4,1
"The vote on my resolution will clearly demonstrate to the American people which Senators will ""hold the line"" and stand with their constituents for jobs and affordable energy, and which Senators want to kill coal in favor of President Obama's radical global warming agenda that will be devastating to people in their states.",0_0,0
I saw the Nick Ross TV programme about weather disasters earlier in the week,0_0,0
New Jersey Attorney General Zulima V. Farber resigns after an ethics investigation.,0_0,0
"One of the most infamous of these ""schemes"" was the vast Polonoroeste settlement program in Rondonia, funded by the international capital of the World Bank (with Thomas Lovejoy one of the advisors). ""Before 1989, tax credits, subsidies, and inexpensive loans were given to people who carved farms out of the Amazon rainforest. Laws required owners to clear their properties to receive title to the land, encouraging property owners to clear much greater areas than they expected to farm many of these policies have been repealed or reformed since 1979 the rate of deforestation in Brazil thus has fallen dramatically."" (Eco-Sanity, p.89)",0_0,0
"Abbott opposes abortion and same-sex marriage, he is a skeptic on global warming and he wants to end immigration of asylum-seekers. The left-wing Oz commentariat said that made him unelectable. Yet he won big.",0_0,0
The Goddard article is here - so you can judge for yourself whether the bit is actually something Goddard said or not.,0_0,0
"In Africa, drought continues for the sixth consecutive year, adding terribly to the toll of famine victims. During 1972 record rains in parts of the U.S., Pakistan and Japan caused some of the worst flooding in centuries",0_0,0
"The above headline in the British tabloid newspaper The Sun was certainly apt for much of the British summer just past. The 10th of August was the hottest day ever registered in the UK, 101.3 Fahrenheit (38.5 Celsius) at Faversham in Kent. And the average in 2003 is around 10.65C. The previous highest on record was 1990 (10.63C) and in 1999 (10.62C).",0_0,0
"S. 139 does not have the votes to be passed out of the Environment and Public Works Committee, yet McCain secured a vote for it on the Senate floor last October 30, when weaker version of the bill was defeated 43 to 55. McCain forced Senate Majority Leader Bill Frist (R-Tenn.) to schedule this vote on S. 139 in exchange for McCain's agreement to allow the Domenici energy bill to be replaced by the Daschle energy bill from the previous Congress. That switch required unanimous consent under Senate rules.",0_0,0
"What is the problem with receiving such funding? Apparently oil companies give handsome sums to climate activist organizations that do not find it taboo to take oil money. Those very recipients simultaneously damn others for taking such funds, even when none were received, sought, or offered. Why should oil companies fund skeptical groups to say what they would say anyway? Theyd get nothing but a kick in the pants for their trouble from the dogmatists.",0_0,0
"The press release states that Al Gore is one of the world's leading environmental politicians, even though the administration he was the vice president of did not even manage to ratify the Kyoto Protocol. His one achievement was a public policy stunt full of scaremongering and misrepresentation.",5_2,1
"Currently, a hybrid can cost from $3,500 to $6,000 more than a comparable gasoline vehicle. A typical hybrid doesnt come close to recouping this additional expense through fuel savings for many years. With an annual mileage of 15,000 miles and gas costing $4 a gallon, a hybrid would save between $650 and mid $700 a year in gas . If the hybrid saved $675 a year in fuel cost, it would take roughly 5 and half years for the hybrid to reach a fuel savings of $3,500, which is the low end of the additional cost incurred for owning a fuel-saving vehicle. The average American only owns a car for 6 years though. This means that gas would have to reach $8 a gallon for the hybrid to warrant spending the extra money.",4_4,1
"The bottom line on this is simple: I can??t pretend to know the temperature within a few kilometers of my house right now to within a couple of degrees C without making basic scientific errors in everything from measurement and imagined precision to application ??? and when people like Jones and Hansen announce in all apparent seriousness that the entire earth is now 0.5C degrees warmer than it was during the period from 1961 to 1990 they??re asking us to accept a very precise number on the basis of data that??s much worse than mine and in the face of applicability, measurement, and computational ambiguities that are orders of magnitude greater.",5_1,1
"The AGW-alarmist frenklade the world of s seems the Antarctic ice tillvxttrend as a great mystery. Or perhaps as an annoyance. Why grows the sea ice in Antarctica No global temperature reservoirs, and No. their models says that it should decrease? Evidently's make it good to blame on global warming when it is about the Arctic, but it gets more complicated No trend gr for second hole in Antarctica.",1_1,1
"The administration has handed out $2.4 billion in grants to the EV sector, as well as nearly $2.6 billion in loans. None of those bets has paid off. Car buyers are staying away from all-electric vehicles in droves. And yet, for some reason, Romney avoided the subject in the debate.",4_2,1
"China has further revised up its solar power development target for 2015 by 50 percent from its previous plan, state media reported on Thursday.",0_0,0
Nuclear engineering professor Higginbotham has been at OSU 24 years; he is president of the OSU Faculty Senate and director of a large NASA program on the campus. His inside knowledge of what the Department of Nuclear Engineering and Radiation Health Physics deans and certain faculty were doing to railroad the Robinson children made him Public Enemy Number One to the department Torquemadas who are trying to destroy his career and get him fired for his impertinence.,0_0,0
"The rational is that sun spot activity increases electromagnetic emanations from the sun to interfere with cosmic rays from the universe that cause ionization of water vapor and encourage cloud formation. More sun spots, less clouds.",2_1,1
"Of course, the negative PDO/more tornadoes connection will not necessarily hold every year, just as the La Nina/more hurricanes connection does not hold every year.",0_0,0
"In Spiegel Online writes Matthias Schulz of Germany plans to build an additional 60,000 wind turbines in forests, p alpsluttningarna and even in protected areas The question is how many forests that have to be sacrificed, how many horizons that must flckas of wind turbines from Germany to n their new klimatml?",0_0,0
"Aside from incompetent ideologically driven hacks such as himself who have no idea about climate science, or any science for that matter, there have been some serious scientists attending the conference. In particular, the conference was ""remarkably well run"", using Boslough's own words, by Dr Petr Chlek of LANL who has a degree from the same Charles University in Prague as your humble correspondent (it's my undergrad Alma Mater). Dr Chlek's advantage in the number of citations over Mr Boslough is about one order of magnitude .",0_0,0
"Most authors use values close to k = 0.269 at the characteristic-emission level in the upper atmosphere: however, Kimoto is not the only author to question whether that value is applicable at the surface. Indeed, he says the value of k should really be as little as 0.15 K/W/m2, to make proper allowance for non-radiative transports in the atmosphere, such as evaporation from the Earths surface, which exercises a considerable cooling effect. In general, the models relied upon by the IPCC parametrize non-radiative transports very poorly, if at all.",5_1,1
"With increasing greenhouse gases in the atmosphere, there is an imbalance in energy flows in and out of the earth system at the top of the atmosphere (TOA): the greenhouse gases increasingly trap more radiation and hence create warming (Solomon et al. 2007; Trenberth et al. 2009). Warming really means heating and extra energy, and hence it can be manifested in many ways. Rising surface temperatures are just one manifestation.",0_0,0
"Most do not have a megalithic character, in fact, they tend to just be the ditch and mound around the outside. This, to me, tends to confirm the notion that they had some simple sighting apparatus, probably just some simple wooden poles, for local use in calendaring. It also points up the special character of Stonehenge and that is why I think it was the Henge College. The NIST or Standards Bureau of its day.",0_0,0
"During the period 1941-1975, when global temperatures cooled, giving rise to concerns of a looming ice age, there were 11 years of moderate-to-severe drought.",0_0,0
"3. Most significantly, the Rio Earth Summit in 1992 adopted the UNFCCC treaty on the basis of a 30-year cooling trend followed by only 12 years of warming. That treaty dogmatically redefined climate change as being anthropogenic and eventually committed over 190 countries to combat dangerous warming.",5_2,1
"4. Langley, SP, 1876: Examination of the direct effect of sun-spots on terrestrial climates. Mon. Note. R. Astron. Soc., 37, 511.",0_0,0
There is no such match between the steady rise in atmospheric CO2 concentration and the often dramatic ups and downs of surface temperatures in and around the Arctic.,2_3,1
"Since when is valuing personal freedoms, many of which are protected by the Constitution, and being suspicious of those scientists who have been claiming were all going to die, or questioning sweeping government intervention anything other than a deeply embedded American tradition and a very good idea under any circumstance?",0_0,0
"Allowing this flaw in judgment to stand would set an unworkable precedent for future elections and cause irreparable harm to the impartiality of this court, said Chief Justice John G. Roberts in his majority opinion. Furthermore, let me be the first to personally congratulate President Gore on his remarkable come-from-behind victory. May he guide us wisely into this new millennium. Added Roberts, The system works. Moments after the courts noontime announcement, Gore was flown to Washington, D.C. aboard Air Force One, sworn in on the steps of the U.S. Capitol, and immediately escorted to a brief victory rally at the National Mall. By 4:30 p.m., his 15 cabinet appointees had been vetted, contacted, and brought to Washington, where they were all simultaneously approved by a majority vote in the Senate. Gore then delivered the first of seven consecutive State of the Union addresses. .",0_0,0
"Of course, in order to give Fits to the UK public, it is necessary to have smart meter technology, the roll-out of which is being accelerated under the new coalition government headed by David Cameron.",0_0,0
"So if it was so much warmer at 400 ppm CO2 then, why is it so much cooler at 400 ppm CO2 now?",0_0,0
"This graph of outgoing longwave radiation shows that since April of 2009, space aliens have been stealing the Earths heat. Now we know where Trenberths missing heat is hiding.",0_0,0
"Ah, yes, not only are they going to tweak the mid-century temperatures, but they are also going to make recent temperatures warmer than they are currently being reported. This will kill two birds with one stone.",5_1,1
"As Roy Spencer and John Christy have pointed out, all 73 climate models are forecast higher temperature trends in the atmosphere above the tropics, than what is being observed. Many of the models forecast trends that are more than twice of what is observed. A further issue with the study is that the period coinciding with the ending of the Little Ice Age is hardly the proper place to start the base. See links under Communicating Better to the Public Exaggerate, or be Vague? and http://www.drroyspencer.com/2013/06/still-epic-fail-73-climate-models-vs-measurements-running-5-year-means/",5_1,1
"In one of the many documents released, Shukla denies he and his collaborators were attempting to silence dissent on climate change.",0_0,0
"To be sure, Australians did not confuse a well-crafted speech with action. Take for example, President Xi's pledge to Australia's Parliament that China will always address its maritime disputes peacefully. It would have more credibility if China were less obstructionist in moving forward on a long-promised binding China-Asean Code of Conduct in the South China Sea, and stepped back from engaging in increasingly frequent and coercive behaviour in contested maritime zones in that body of water. Indeed, President Xi's pointed reminder in his speech that Beijing will ""firmly uphold core interests of China's sovereignty, security and territorial integrity"" was not overlooked.",0_0,0
"5. Over the last 120,000 years, there have been 25 periods of warming where temperature rose by up to 8 deg C. These were not driven by human emissions, were natural and were neither irreversible nor catastrophic.",2_1,1
